"VALDATA","VALVALOR"
"2006-12-01",343.384
"2007-01-01",344.85
"2007-02-01",345.652
"2007-03-01",346.407
"2007-04-01",346.878
"2007-05-01",347.421
"2007-06-01",348.328
"2007-07-01",349.628
"2007-08-01",354.495
"2007-09-01",358.633
"2007-10-01",361.308
"2007-11-01",365.1
"2007-12-01",370.485
"2008-01-01",374.139
"2008-02-01",375.558
"2008-03-01",378.194
"2008-04-01",382.414
"2008-05-01",389.585
"2008-06-01",396.954
"2008-07-01",401.406
"2008-08-01",399.87
"2008-09-01",401.327
"2008-10-01",405.707
"2008-11-01",405.982
"2008-12-01",404.185
"2009-01-01",404.244
"2009-02-01",403.737
"2009-03-01",400.353
"2009-04-01",400.53
"2009-05-01",401.232
"2009-06-01",399.966
"2009-07-01",397.393
"2009-08-01",397.758
"2009-09-01",398.738
"2009-10-01",398.575
"2009-11-01",398.857
"2009-12-01",398.407
"2010-01-01",402.425
"2010-02-01",406.826
"2010-03-01",409.399
"2010-04-01",412.341
"2010-05-01",418.811
"2010-06-01",420.241
"2010-07-01",421.154
"2010-08-01",425.788
"2010-09-01",430.453
"2010-10-01",434.882
"2010-11-01",441.754
"2010-12-01",443.427
"2011-01-01",447.764
"2011-02-01",452.047
"2011-03-01",454.805
"2011-04-01",457.059
"2011-05-01",457.09
"2011-06-01",456.49
"2011-07-01",456.258
"2011-08-01",459.055
"2011-09-01",462.509
"2011-10-01",464.349
"2011-11-01",466.331
"2011-12-01",465.586
"2012-01-01",466.979
"2012-02-01",467.308
"2012-03-01",469.91
"2012-04-01",474.683
"2012-05-01",479.019
"2012-06-01",482.311
"2012-07-01",489.621
"2012-08-01",495.949
"2012-09-01",500.314
"2012-10-01",498.739
"2012-11-01",499.989
"2012-12-01",503.283
"2013-01-01",504.83
"2013-02-01",505.832
"2013-03-01",507.375
"2013-04-01",507.087
"2013-05-01",508.715
"2013-06-01",512.598
"2013-07-01",513.313
"2013-08-01",515.688
"2013-09-01",522.69
"2013-10-01",525.966
"2013-11-01",527.422
"2013-12-01",531.056
"2014-01-01",533.197
"2014-02-01",537.703
"2014-03-01",545.684
"2014-04-01",548.145
"2014-05-01",545.652
"2014-06-01",542.194
"2014-07-01",539.21
"2014-08-01",539.55
"2014-09-01",539.649
"2014-10-01",542.853
"2014-11-01",549.04
"2014-12-01",551.149
"2015-01-01",554.835
"2015-02-01",557.803
"2015-03-01",564.568
"2015-04-01",569.738
"2015-05-01",572.034
"2015-06-01",575.938
"2015-07-01",579.293
"2015-08-01",581.618
"2015-09-01",589.897
"2015-10-01",600.269
"2015-11-01",607.441
"2015-12-01",610.128
"2016-01-01",619.476
"2016-02-01",624.366
"2016-03-01",627.06
"2016-04-01",629.345
"2016-05-01",636.468
"2016-06-01",646.868
"2016-07-01",644.356
"2016-08-01",647.153
"2016-09-01",647.36
"2016-10-01",648.213
"2016-11-01",648.561
"2016-12-01",653.951
"2017-01-01",656.778
"2017-02-01",657.191
"2017-03-01",654.709
"2017-04-01",646.573
"2017-05-01",643.26
"2017-06-01",637.079
"2017-07-01",635.198
"2017-08-01",636.714
"2017-09-01",640.654
"2017-10-01",641.279
"2017-11-01",646.422
"2017-12-01",651.214
"2018-01-01",654.968
"2018-02-01",655.975
"2018-03-01",659.665
"2018-04-01",665.77
"2018-05-01",676.695
"2018-06-01",686.696
"2018-07-01",689.746
"2018-08-01",694.414
"2018-09-01",706.834
"2018-10-01",708.694
"2018-11-01",700.601
"2018-12-01",697.446
